namespace,ply_file,vertices,min_x,min_y,min_z,max_x,max_y,max_z,centroid_x,centroid_y,centroid_z,extent_x,extent_y,extent_z,change_states,panoptic_labels,submap_ids
SM_Floor_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Floor_a.ply,100611,-5.1519542,-5.4865685,-1.0032096,2.8049524,1.5185570,-0.8250000,-1.6387800,-1.8248114,-0.9834910,7.9569066,7.0051254,0.1782096,New|Persistent,Background,2|10|14|31
SM_Journal_c,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Journal_c.ply,7683,-2.8699999,-0.9500000,-0.5100000,-2.1166990,-0.3300000,-0.4360684,-2.4977748,-0.6505097,-0.4877505,0.7533009,0.6200000,0.0739316,Persistent,Instance,23
SM_Kitchen_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Kitchen_a.ply,40212,-0.1800000,-2.3095722,-1.0002928,2.7996149,-1.3000000,1.7038978,1.4796360,-1.9265133,0.2119826,2.9796149,1.0095723,2.7041906,Persistent,Instance,0
SM_Laptop_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Laptop_a.ply,21942,-1.2700000,-4.1499996,-0.2994809,-0.6500000,-3.2100000,0.0364008,-0.9574433,-3.6812213,-0.2121004,0.6200000,0.9399996,0.3358817,New|Persistent,Instance,34|38
SM_Office_Chair_base_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Office_Chair_base_a.ply,33339,-2.3849998,-4.3049998,-0.9987509,-0.9749999,-2.8950000,-0.0674626,-1.7547361,-3.4587555,-0.6225766,1.4099998,1.4099998,0.9312883,Absent|New|Persistent,Instance,16|33|37|40
SM_Picture_b,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Picture_b.ply,20190,-3.8849998,1.4869170,0.0150000,-1.4549999,1.5170588,1.4849999,-2.5137420,1.5087633,0.6982082,2.4299998,0.0301418,1.4699999,Persistent,Instance,26
SM_Picture_d,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Picture_d.ply,9207,-1.4250000,1.4833524,0.4950000,-0.0150000,1.5170416,1.4237822,-0.7657323,1.5046242,0.9187411,1.4100000,0.0336891,0.9287823,Persistent,Instance,9
SM_Picture_e,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Picture_e.ply,16092,-3.4050000,-5.4847150,0.0150000,-1.4549999,-5.4474502,1.5149999,-2.2913752,-5.4744539,0.7874763,1.9500000,0.0372648,1.4999999,Persistent,Instance,20
SM_Picture_f,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Picture_f.ply,9270,-4.3049998,-5.4824090,-0.4650000,-2.8950000,-5.4484692,0.4650000,-3.6060841,-5.4724913,0.0014892,1.4099998,0.0339398,0.9300000,Persistent,Instance,30
SM_Sofa_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Sofa_a.ply,23637,-5.0999999,-1.2600000,-0.9991381,-3.8600001,1.5168624,-0.0200000,-4.3432927,0.2222281,-0.4773329,1.2399998,2.7768624,0.9791381,Persistent,Instance,25
SM_Stack_of_Books_b,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Stack_of_Books_b.ply,16230,-2.8699999,-2.3753467,-0.3100000,-1.9300001,-2.1224310,0.3954717,-2.3998698,-2.2804763,0.0275496,0.9399998,0.2529156,0.7054717,Persistent,Instance,35
SM_Stack_of_Books_e,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Stack_of_Books_e.ply,16326,-3.5100000,-2.3933401,-0.2300000,-2.8899999,-2.1226609,0.6300000,-3.2272291,-2.2623153,0.2803616,0.6200001,0.2706792,0.8600000,Persistent,Instance,36
SM_TV_Wall_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_TV_Wall_a.ply,40932,-4.7750001,-3.1750000,-0.9976550,-0.8250000,-1.6250001,1.7046145,-2.5617133,-2.1179656,0.3072088,3.9500001,1.5499998,2.7022695,Persistent,Background,17
SM_TV_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_TV_a.ply,8937,-3.5249999,-1.8750000,-0.4650000,-1.9349999,-1.6739587,0.4650000,-2.7369735,-1.7633409,0.0547512,1.5899999,0.2010413,0.9300000,Persistent,Instance,21
SM_Table_Decor_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Table_Decor_a.ply,2853,-0.3100000,0.6500000,-0.2572525,-0.0100000,1.2700000,-0.1872143,-0.1550489,0.9439127,-0.2491235,0.3000000,0.6200000,0.0700382,Persistent,Instance,8
SM_Table_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Table_a.ply,16773,-0.9450000,0.4950000,-0.9976045,0.4650000,1.3980869,-0.1209624,-0.2349783,0.8691035,-0.5557114,1.4100000,0.9030869,0.8766422,Persistent,Instance,11
SM_Table_b,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Table_b.ply,17637,-1.4250000,-4.3049998,-0.9983569,-0.4950000,-2.8950000,-0.0150000,-0.9159506,-3.7597485,-0.6169368,0.9300000,1.4099998,0.9833570,Absent|New,Instance,18|39
SM_Wall_Clock_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Wall_Clock_a.ply,3840,-0.4650000,1.4521164,0.4950000,0.4650000,1.5172620,0.9449999,0.0317044,1.5052649,0.7280828,0.9300000,0.0651456,0.4500000,Persistent,Instance,7
SM_Walls_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Walls_a.ply,248994,-5.5749998,-5.4887977,-1.0041133,2.8026054,1.5183363,1.7064676,-1.4959207,-1.3082460,0.3215832,8.3776052,7.0071340,2.7105809,New|Persistent,Background,3|15
SM_Windows_Windows_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/diagnostics/B_from_scratch_clouds_all/SM_Windows_Windows_a.ply,18540,-5.5749998,-4.9749999,-0.7750000,-4.8249998,0.3750000,1.7105184,-5.3398007,-1.3622976,0.6913684,0.7500000,5.3499999,2.4855184,Persistent,Background,22
