namespace,ply_file,vertices,min_x,min_y,min_z,max_x,max_y,max_z,centroid_x,centroid_y,centroid_z,extent_x,extent_y,extent_z,change_states,panoptic_labels,submap_ids
SM_Kitchen_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Kitchen_a.ply,40653,-0.1800000,-2.3111553,-0.9800000,2.7996626,-1.3000000,1.6999999,1.4055547,-1.9497602,0.2328936,2.9796626,1.0111554,2.6799999,Persistent,Instance,0
SM_Laptop_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Laptop_a.ply,22002,-1.2700000,-4.1499996,-0.2994809,-0.6500000,-3.2100000,0.0367667,-0.9568618,-3.6808657,-0.2121502,0.6200000,0.9399996,0.3362476,New|Persistent,Instance,50|52
SM_Office_Chair_base_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Office_Chair_base_a.ply,10668,-2.1750000,-4.3049998,-0.9979751,-0.9749999,-2.8950000,-0.0723176,-1.8002970,-3.4701021,-0.5296384,1.2000000,1.4099998,0.9256575,New|Persistent,Instance,49|54
SM_Picture_c,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Picture_c.ply,17337,-3.8849998,1.4826347,0.0450000,-0.4628845,1.5169052,1.4849999,-2.4098594,1.5021601,0.6951897,3.4221152,0.0342705,1.4399999,Persistent,Instance,44
SM_Picture_d,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Picture_d.ply,9237,-1.4250000,1.4832774,0.4950000,-0.0150000,1.5169562,1.4236684,-0.7647653,1.5044976,0.9199591,1.4100000,0.0336788,0.9286684,Persistent,Instance,37
SM_Picture_e,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Picture_e.ply,13050,-4.2749996,-5.4716811,-0.2850000,-1.7550000,-5.4465156,1.5149999,-3.1115033,-5.4650275,0.5343448,2.5199996,0.0251656,1.7999999,Persistent,Instance,35
SM_Plant_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Plant_a.ply,7218,-3.5100000,-2.3750925,0.3300000,-2.8899999,-2.1244390,0.7900000,-3.2941364,-2.2336555,0.5926992,0.6200001,0.2506535,0.4600000,Persistent,Instance,29
SM_Sofa_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Sofa_a.ply,23637,-5.0999999,-1.2600000,-0.9991381,-3.8600001,1.5168624,-0.0200000,-4.3432927,0.2222281,-0.4773329,1.2399998,2.7768624,0.9791381,Persistent,Instance,43
SM_Stack_of_Books_e,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Stack_of_Books_e.ply,13977,-3.4700000,-2.3267510,-0.2300000,-2.1700001,-2.1500001,0.3995582,-2.7908202,-2.2726429,0.0742413,1.3000000,0.1767509,0.6295582,Persistent,Instance,25
SM_Stack_of_Books_f,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Stack_of_Books_f.ply,4599,-1.5899999,-5.4299998,-0.6300000,-1.2900000,-4.8227544,-0.4459144,-1.4456395,-5.1094699,-0.5275826,0.3000000,0.6072454,0.1840856,Persistent,Instance,19
SM_TV_Wall_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_TV_Wall_a.ply,39663,-4.1075511,-3.1750000,-0.9962624,-0.9250000,-1.6556410,1.7080967,-2.6733870,-2.0740391,0.3310492,3.1825511,1.5193590,2.7043592,Persistent,Background,8
SM_TV_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_TV_a.ply,9108,-3.5249999,-1.8582213,-0.4650000,-1.9349999,-1.6690748,0.4650000,-2.7301202,-1.7689643,0.0568103,1.5899999,0.1891465,0.9300000,Persistent,Instance,14
SM_Table_Decor_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Table_Decor_a.ply,669,-0.2843350,0.9291121,-0.2504331,-0.0923806,1.1619574,-0.1868727,-0.1668095,1.0011124,-0.2249401,0.1919544,0.2328452,0.0635604,Persistent,Instance,6
SM_Table_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Table_a.ply,11052,-0.6166914,0.5241156,-0.9998899,0.4650000,1.4250000,-0.1833421,-0.1613361,0.9318926,-0.4165357,1.0816914,0.9008844,0.8165478,Persistent,Instance,4
SM_Table_b,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Table_b.ply,7446,-1.3349999,-4.3049998,-0.9983569,-0.4950000,-2.8950000,-0.0150000,-0.9162990,-3.8314807,-0.5658435,0.8399999,1.4099998,0.9833570,New,Instance,53
SM_Wall_Clock_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Wall_Clock_a.ply,3435,-0.4650000,1.4522985,0.4950000,0.4650000,1.5173711,0.9449999,0.0240323,1.5039201,0.7166310,0.9300000,0.0650725,0.4500000,Persistent,Instance,5
SM_Walls_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Walls_a.ply,303774,-5.5749998,-5.4887977,-1.0041133,2.8026357,1.5199168,1.7064676,-2.2675219,-1.8910852,0.3476781,8.3776355,7.0087144,2.7105809,New|Persistent,Background,33|40
SM_Windows_Windows_a,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Windows_Windows_a.ply,11814,-5.5749998,-4.9749999,-0.7750000,-5.0993018,0.0250000,1.6750000,-5.4737314,-2.1150384,0.6206067,0.4756980,4.9999999,2.4500000,Persistent,Background,17
