variant,label,change_type,map_cloud,gt_cloud,map_points,gt_points,distance_voxel_size_m,removed_stale_map_points,precision_05cm,recall_05cm,f1_05cm,precision_10cm,recall_10cm,f1_10cm,precision_20cm,recall_20cm,f1_20cm
official_with_prior,SM_Laptop_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Laptop_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Laptop_b.ply,0,0,0.02,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
official_with_prior,SM_Office_Chair_base_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Office_Chair_base_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Office_Chair_base_a.ply,1539,4579,0.02,,0.7056530214424951,0.7289801266652107,0.7171269249303855,0.7595841455490578,0.8397029919196332,0.7976367278758891,0.8693957115009746,0.9864599257479799,0.9242357129503573
official_with_prior,SM_Office_Chair_seat_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Office_Chair_seat_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Office_Chair_seat_a.ply,0,0,0.02,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
official_with_prior,SM_Picture_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Picture_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Picture_c.ply,3033,1523,0.02,,0.13847675568743817,1.0,0.24326672458731535,0.15265413781734258,1.0,0.26487414187643027,0.1793603692713485,1.0,0.3041655018171652
official_with_prior,SM_Picture_f,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Picture_f.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Picture_f.ply,0,2637,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
official_with_prior,SM_Plate_a,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Plate_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Plate_a.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
official_with_prior,SM_Plate_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Plate_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Plate_c.ply,0,53,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
official_with_prior,SM_Sofa_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Sofa_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Sofa_a.ply,4336,15096,0.02,,0.8514760147601476,0.9843004769475358,0.9130831026800783,0.897370848708487,0.9948993110757817,0.9436217492975184,0.9554889298892989,0.9997350291467939,0.9771113419081049
official_with_prior,SM_Table_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/official_with_prior/SM_Table_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Table_b.ply,1389,3133,0.02,,0.49604031677465804,0.5505904883498245,0.5218938309802132,0.6018718502519799,0.6875199489307373,0.6418513038633822,0.7904967602591793,0.8921161825726142,0.838237878892789
ours_with_prior_visibility_c0326,SM_Bed_a,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Bed_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Bed_a.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ours_with_prior_visibility_c0326,SM_Bed_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Bed_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Bed_b.ply,3327,10360,0.02,,0.8289750525999399,0.9643822393822394,0.8915666958196794,0.8722572888488127,0.9938223938223938,0.9290801833197988,0.9350766456266907,1.0,0.9664492078285181
ours_with_prior_visibility_c0326,SM_Chair_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Chair_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Chair_a.ply,1150,3153,0.02,,0.4547826086956522,0.5096733269901681,0.48066595197292367,0.5626086956521739,0.7906755470980019,0.6574242486306641,0.6504347826086957,0.9917538851887092,0.785623765848114
ours_with_prior_visibility_c0326,SM_Chair_b,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Chair_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Chair_b.ply,3006,2283,0.02,,0.43779108449767135,0.9978098992553658,0.6085706026413059,0.5791749833666001,1.0,0.7335159047819675,0.759148369926813,1.0,0.8630862329803328
ours_with_prior_visibility_c0326,SM_Coffee_Machine_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Coffee_Machine_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Coffee_Machine_a.ply,1396,878,0.02,,0.45916905444126077,0.7835990888382688,0.5790371351705503,0.5687679083094556,0.8701594533029613,0.6878995915349531,0.8194842406876791,0.9863325740318907,0.8952004366196675
ours_with_prior_visibility_c0326,SM_Cup_b,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Cup_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Cup_b.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ours_with_prior_visibility_c0326,SM_Cup_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Cup_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Cup_c.ply,0,80,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ours_with_prior_visibility_c0326,SM_Floor_Lamp_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Floor_Lamp_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Floor_Lamp_a.ply,1672,2833,0.02,,0.6626794258373205,0.9587010236498411,0.7836673300247028,0.7380382775119617,0.9901164842922697,0.8456926205386298,0.8594497607655502,1.0,0.9244129945320039
ours_with_prior_visibility_c0326,SM_Journal_b,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Journal_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Journal_b.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ours_with_prior_visibility_c0326,SM_Laptop_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Laptop_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Laptop_a.ply,2170,1076,0.02,,0.4815668202764977,1.0,0.6500777604976672,0.5723502304147465,1.0,0.7280187573270809,0.7603686635944701,1.0,0.8638743455497382
ours_with_prior_visibility_c0326,SM_Laptop_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Laptop_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Laptop_b.ply,0,0,0.02,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ours_with_prior_visibility_c0326,SM_Office_Chair_base_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Office_Chair_base_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Office_Chair_base_a.ply,3899,4579,0.02,,0.6958194408822775,0.9997816117056125,0.8205556147769876,0.7566042575019236,1.0,0.8614396262228062,0.8602205693767633,1.0,0.9248586791672412
ours_with_prior_visibility_c0326,SM_Office_Chair_seat_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Office_Chair_seat_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Office_Chair_seat_a.ply,0,0,0.02,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ours_with_prior_visibility_c0326,SM_Picture_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Picture_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Picture_c.ply,3033,1523,0.02,,0.13847675568743817,1.0,0.24326672458731535,0.15265413781734258,1.0,0.26487414187643027,0.1793603692713485,1.0,0.3041655018171652
ours_with_prior_visibility_c0326,SM_Picture_f,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Picture_f.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Picture_f.ply,1623,2637,0.02,,0.5970425138632163,1.0,0.7476851851851852,0.6789895255699322,1.0,0.8088073394495413,0.8176216882316697,1.0,0.8996610169491525
ours_with_prior_visibility_c0326,SM_Plate_a,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Plate_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Plate_a.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ours_with_prior_visibility_c0326,SM_Plate_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Plate_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Plate_c.ply,0,53,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ours_with_prior_visibility_c0326,SM_Sofa_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Sofa_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Sofa_a.ply,4336,15096,0.02,,0.8514760147601476,0.9843004769475358,0.9130831026800783,0.897370848708487,0.9948993110757817,0.9436217492975184,0.9554889298892989,0.9997350291467939,0.9771113419081049
ours_with_prior_visibility_c0326,SM_Table_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/ours_with_prior_visibility_c0326/SM_Table_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Table_b.ply,2403,3133,0.02,,0.5439034540158135,0.8120012767315672,0.6514473901659894,0.6308780690803163,0.9240344717523141,0.7498210580906216,0.7869330004161464,0.991382061921481,0.8774049965264242
negative_keep_unobserved,SM_Bed_a,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Bed_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Bed_a.ply,2606,0,0.02,2606,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
negative_keep_unobserved,SM_Bed_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Bed_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Bed_b.ply,3327,10360,0.02,,0.8289750525999399,0.9643822393822394,0.8915666958196794,0.8722572888488127,0.9938223938223938,0.9290801833197988,0.9350766456266907,1.0,0.9664492078285181
negative_keep_unobserved,SM_Chair_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Chair_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Chair_a.ply,1150,3153,0.02,,0.45565217391304347,0.5096733269901681,0.4811511955527393,0.5626086956521739,0.7906755470980019,0.6574242486306641,0.6504347826086957,0.9917538851887092,0.785623765848114
negative_keep_unobserved,SM_Chair_b,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Chair_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Chair_b.ply,3006,2283,0.02,,0.4374584165003327,0.9978098992553658,0.6082491109222073,0.5795076513639388,1.0,0.7337826453243471,0.759148369926813,1.0,0.8630862329803328
negative_keep_unobserved,SM_Coffee_Machine_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Coffee_Machine_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Coffee_Machine_a.ply,1396,878,0.02,,0.45916905444126077,0.7835990888382688,0.5790371351705503,0.5687679083094556,0.8701594533029613,0.6878995915349531,0.8194842406876791,0.9863325740318907,0.8952004366196675
negative_keep_unobserved,SM_Cup_b,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Cup_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Cup_b.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
negative_keep_unobserved,SM_Cup_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Cup_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Cup_c.ply,0,80,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
negative_keep_unobserved,SM_Floor_Lamp_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Floor_Lamp_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Floor_Lamp_a.ply,2843,2833,0.02,,0.3897291593387267,0.9583480409459937,0.5541168951940046,0.4340485402743581,0.9901164842922697,0.6035236188157539,0.5054519873373198,1.0,0.6714953271028038
negative_keep_unobserved,SM_Journal_b,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Journal_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Journal_b.ply,446,0,0.02,446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
negative_keep_unobserved,SM_Laptop_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Laptop_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Laptop_a.ply,2170,1076,0.02,,0.4815668202764977,1.0,0.6500777604976672,0.5723502304147465,1.0,0.7280187573270809,0.7603686635944701,1.0,0.8638743455497382
negative_keep_unobserved,SM_Laptop_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Laptop_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Laptop_b.ply,0,0,0.02,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
negative_keep_unobserved,SM_Office_Chair_base_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Office_Chair_base_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Office_Chair_base_a.ply,1539,4579,0.02,,0.7056530214424951,0.7289801266652107,0.7171269249303855,0.7595841455490578,0.8397029919196332,0.7976367278758891,0.8693957115009746,0.9864599257479799,0.9242357129503573
negative_keep_unobserved,SM_Office_Chair_seat_a,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Office_Chair_seat_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Office_Chair_seat_a.ply,0,0,0.02,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
negative_keep_unobserved,SM_Picture_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Picture_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Picture_c.ply,3033,1523,0.02,,0.13847675568743817,1.0,0.24326672458731535,0.15265413781734258,1.0,0.26487414187643027,0.1793603692713485,1.0,0.3041655018171652
negative_keep_unobserved,SM_Picture_f,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Picture_f.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Picture_f.ply,0,2637,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
negative_keep_unobserved,SM_Plate_a,removed,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Plate_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Plate_a.ply,0,0,0.02,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
negative_keep_unobserved,SM_Plate_c,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Plate_c.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Plate_c.ply,0,53,0.02,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
negative_keep_unobserved,SM_Sofa_a,moved,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Sofa_a.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Sofa_a.ply,4336,15096,0.02,,0.8514760147601476,0.9843004769475358,0.9130831026800783,0.897370848708487,0.9948993110757817,0.9436217492975184,0.9554889298892989,0.9997350291467939,0.9771113419081049
negative_keep_unobserved,SM_Table_b,new,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/negative_keep_unobserved/SM_Table_b.ply,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/changed_gt_run2/clouds/SM_Table_b.ply,1389,3133,0.02,,0.49604031677465804,0.5505904883498245,0.5218938309802132,0.6018718502519799,0.6875199489307373,0.6418513038633822,0.7904967602591793,0.8921161825726142,0.838237878892789
