namespace,ply_file,vertices,min_x,min_y,min_z,max_x,max_y,max_z,centroid_x,centroid_y,centroid_z,extent_x,extent_y,extent_z,change_states,panoptic_labels,submap_ids
SM_Picture_d,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Picture_d.ply,9546,-1.4250000,1.4832873,0.4950000,-0.0150000,1.5169560,1.4239981,-0.7583691,1.5044397,0.9335410,1.4100000,0.0336686,0.9289981,Persistent,Instance,37
SM_Picture_e,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Picture_e.ply,19116,-4.2749996,-5.4826856,-0.2850000,-1.4549999,-5.4465156,1.5149999,-2.7156741,-5.4695401,0.5989362,2.8199997,0.0361700,1.7999999,Persistent,Instance,44
SM_Plant_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Plant_a.ply,3738,-3.5100000,-2.3741689,0.3300000,-2.8899999,-2.1246843,0.7900000,-3.3353299,-2.2860661,0.5853413,0.6200001,0.2494845,0.4600000,Persistent,Instance,25
SM_Plate_b,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Plate_b.ply,1419,-2.8699999,-0.6300000,-0.4985352,-2.5699999,-0.3300000,-0.4371017,-2.7117278,-0.4860527,-0.4842606,0.3000000,0.3000000,0.0614335,Persistent,Instance,47
SM_Plate_c,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Plate_c.ply,1302,-0.6300000,0.9700000,-0.2700000,-0.3300000,1.2700000,-0.1850156,-0.4489593,1.0714706,-0.2362713,0.3000000,0.3000000,0.0849843,Persistent,Instance,33
SM_Remote_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Remote_a.ply,6015,-3.1899998,-0.9500000,-0.4985292,-2.5699999,-0.3300000,-0.4362009,-2.8666492,-0.6443706,-0.4924748,0.6199999,0.6200000,0.0623283,Persistent,Instance,46
SM_Sofa_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Sofa_a.ply,23637,-5.0999999,-1.2600000,-0.9991381,-3.8600001,1.5168624,-0.0200000,-4.3432927,0.2222281,-0.4773329,1.2399998,2.7768624,0.9791381,Persistent,Instance,45
SM_Stack_of_Books_b,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Stack_of_Books_b.ply,17823,-3.4812837,-2.3741248,-0.2300000,-1.9300001,-2.1247423,0.3995582,-2.6904219,-2.2740945,0.0850531,1.5512836,0.2493825,0.6295582,Persistent,Instance,55
SM_Stack_of_Books_f,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Stack_of_Books_f.ply,1974,-1.5526787,-5.3899999,-0.5765468,-1.2978181,-4.9572320,-0.4456836,-1.4289829,-5.1090301,-0.4854181,0.2548606,0.4327679,0.1308633,Persistent,Instance,19
SM_TV_Wall_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_TV_Wall_a.ply,39663,-4.1075511,-3.1750000,-0.9962624,-0.9250000,-1.6556410,1.7080967,-2.6733870,-2.0740391,0.3310492,3.1825511,1.5193590,2.7043592,Persistent,Background,8
SM_TV_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_TV_a.ply,9102,-3.5249999,-1.8582213,-0.4650000,-1.9349999,-1.6690748,0.4650000,-2.7299252,-1.7689191,0.0569943,1.5899999,0.1891465,0.9300000,Persistent,Instance,14
SM_Table_Decor_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Table_Decor_a.ply,702,-0.2843350,0.9291179,-0.2504331,-0.0920875,1.0797049,-0.1868188,-0.1759429,1.0005004,-0.2218184,0.1922475,0.1505870,0.0636144,Persistent,Instance,6
SM_Table_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Table_a.ply,11142,-0.6166914,0.5241156,-0.9998899,0.4650000,1.4250000,-0.1833421,-0.1595478,0.9336941,-0.4162891,1.0816914,0.9008844,0.8165478,Persistent,Instance,4
SM_Table_b,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Table_b.ply,7446,-1.3349999,-4.3049998,-0.9983569,-0.4950000,-2.8950000,-0.0150000,-0.9162990,-3.8314807,-0.5658435,0.8399999,1.4099998,0.9833570,New,Instance,59
SM_Tumblr_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Tumblr_a.ply,2634,2.7580853,0.0100000,0.0100000,2.7999387,0.6300000,0.3100000,2.7918780,0.3300795,0.1594998,0.0418534,0.6200000,0.3000000,Persistent,Instance,35
SM_Wall_Clock_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Wall_Clock_a.ply,3093,-0.4650000,1.4510158,0.4950000,0.4050000,1.5173711,0.9449999,0.0118387,1.5036937,0.7161127,0.8700000,0.0663552,0.4500000,Persistent,Instance,5
SM_Walls_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Walls_a.ply,303774,-5.5749998,-5.4887977,-1.0041133,2.8026357,1.5199168,1.7064676,-2.2675219,-1.8910852,0.3476781,8.3776355,7.0087144,2.7105809,New|Persistent,Background,29|41
SM_Windows_Windows_a,/ft/session_update_baseline/rounds/base12_small_object_round02/mesh_current/ours_with_prior_min500_r2/SM_Windows_Windows_a.ply,11814,-5.5749998,-4.9749999,-0.7750000,-5.0993018,0.0250000,1.6750000,-5.4737569,-2.1150618,0.6206131,0.4756980,4.9999999,2.4500000,Persistent,Background,17
